path,classification,canonical_source_or_build_owner,audience,source_sha_or_evidence,status,finding_or_action,verification_command,publication_destination
public/squire-v2-media-demo/watch/scenes/scene1-problem-visual.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/squire-v2-media-demo/watch/scenes/scene6-nl-action-gate-visual.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/squire-v2-media-demo/watch/scenes/scene7-opportunity-visual.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/squire-v2-media-demo/watch/storyboard.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/squire-v2-media-demo/watch/videos/index.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/squire-v2-media-demo/watch/videos/player.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/squire-v2-media-demo/watch/videos/transcripts.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/suitecentral-deployment-options-dashboard.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/suitecentral-integration-hub.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/suitecentral-production.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/supplier-central-dashboard.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/supplier-central.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/sw.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/sync-central-dashboard.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/sync-central.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/sync-error-assist.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/system-status.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/universal-navigation.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/universal/demo-mode-store.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/universal/demo-status-button.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/universal/mapping-context.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/universal/mcp-settings-store.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/universal/mcp-status-badge.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/universal/settings-auth-feedback.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/vendor-portal.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/vendor-portal/index.html,active hosted artifact,repository source/hosted build,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/vendor/README.md,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,node scripts/check-inbound-links.mjs,Cloudflare demo after approved promotion/deploy
public/vendor/alpine.3.14.9.min.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/vendor/chart.umd.min.js,active generated,source manifest/build script,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,git diff --check; owning build/audit,Cloudflare demo after approved promotion/deploy
public/wiki/$4.4M-$7.4M.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/$50K-$75K-pilot.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/09-CLAIM-PROOF-MATRIX.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/12-core-+-4-extension.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/3-year-ROI.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/33-deployment-options.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/404.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/AL-extension-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/BC-AppSource-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/BFN-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Built-for-NetSuite-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Business-Central-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/CEO-Bullock.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/CEO-of-Squire.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/CFO-brief.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/CFO/CTO/COO-synthesis.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/COO-brief.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/CTO-brief.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Celigo-Boomi-MuleSoft-Oracle.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Context-Aware-Sidecar.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Dynamics-365-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/ERP-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Embedded-AI.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Engineering-quality.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Golden-Record-MDM.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/HB.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/HintonBurdick-acquisition.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Jonyce.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/MDM.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Master-Data-Management.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/NL-Action-Gate.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/NetSuite-SuiteApp-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/NetSuite-Sync-Error-AI-Assist.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Oracle-NSIP-comparison.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Oracle-comparison.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Path-A-B-C.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/President-of-Squire-Technology.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Preston-Test.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/ROI-calculator.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Reuben-Cook.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Reuben.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/SC2.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/SOC2-dashboard.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire--and--Company.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire-Advisory.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire-CFO.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire-COO.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire-CTO.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire-Executive-Package-v2-site.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire-Technology.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Squire-deployment-spectrum.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Start-Here.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/SuiteApp-readiness.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/SuiteCentral-2.0.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Sync-Error-AI-Assist.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/SyncCentral-pilot.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/SyncErrorAssist.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/Trust-Services-Criteria-dashboard.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/action-gate.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/ai-layer.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/ai-providers.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/api-edge.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/application-services.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/approved-wording.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/architecture-layers.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/async-review-paths.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/canonical-wording.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
public/wiki/choose-your-surface.html,wiki source/output,Brain1-quartz/build-hosted-artifacts,public demo,21a12da4f45c628696222a9c442abd7aa73f7286,inventoried; verification tracked in closeout,retain; repair or regenerate when identified by gates,scripts/build-hosted-artifacts.sh; date-drift checks,Cloudflare demo after approved promotion/deploy
